EmployeeID,EmployeeName,Role,Phone,Email,BranchID,HireDate,SalaryINR,ManagerID,Status
457,Vamsi Das,Warehouse Associate,6478500837,vamsidas3405@demo.in,583,2023-04-14 00:00:00,18328.6,851,Active
458,Anusha Sharma,Accountant,8369103052,anushasharma5600@demo.in,86,2022-09-02 00:00:00,52658.59,203,Active
459,Mahesh Babu,Branch Manager,7381396554,maheshbabu8448@demo.in,978,2025-09-24 00:00:00,21946.09,,Active
460,Divya Chowdary,Sales Representative,6718445125,divyachowdary109@mail.com,274,2024-04-15 00:00:00,24229.4,453,Active
461,Deepak Joshi,Driver,6755800356,deepakjoshi4668@mail.com,838,2020-12-06 00:00:00,47078.96,936,Active
462,Sridhar Patel,Sales Representative,6373829769,sridharpatel5404@mail.com,625,2023-05-16 00:00:00,43723.94,442,Active
463,Divya Joshi,Sales Representative,9294242951,divyajoshi7147@mail.com,252,2025-04-16 00:00:00,54231.25,969,Inactive
464,Rohit Chowdary,Accountant,9508709476,rohitchowdary9215@mail.com,763,2019-01-17 00:00:00,39994.66,398,Active
465,Ramesh Patel,Warehouse Associate,6142281428,rameshpatel1126@demo.in,749,2021-11-27 00:00:00,18421.85,128,Active
466,Madhu Naidu,Driver,9661509395,madhunaidu9914@mail.com,231,2019-12-22 00:00:00,25446.42,167,Active
467,Pavan Das,Delivery Helper,7063683055,pavandas6894@demo.in,522,2021-10-28 00:00:00,40103.21,732,Active
468,Harsha Nair,Driver,7159722349,harshanair476@demo.in,476,2022-02-24 00:00:00,37135.14,240,Active
469,Madhu Joshi,Warehouse Associate,7632303277,madhujoshi8408@demo.in,95,2020-12-14 00:00:00,21039.55,953,Active
470,Karthik Iyer,Branch Manager,8977507315,karthikiyer963@demo.in,813,2019-10-22 00:00:00,38763.1,,Active
471,Suresh Sharma,Warehouse Associate,6122595720,sureshsharma9940@example.com,987,2019-04-01 00:00:00,39166.45,490,Active
472,Ravi Chowdary,Driver,8796359555,ravichowdary3755@mail.com,65,2019-04-25 00:00:00,17772.95,431,Inactive
473,Pooja Naidu,Delivery Helper,6927900874,poojanaidu1638@example.com,456,2020-07-03 00:00:00,26256.24,523,Active
474,Vamsi Nair,Merchandiser,9583529402,vamsinair3782@demo.in,515,2024-07-25 00:00:00,43837.31,301,Active
475,Ravi Patel,Delivery Helper,9976480072,ravipatel284@demo.in,866,2019-12-10 00:00:00,33024.44,984,Active
476,Keerthi Chowdary,Driver,9332341299,keerthichowdary2406@demo.in,567,2019-07-03 00:00:00,28015.59,874,Active
477,Rohit Joshi,Branch Manager,9341277919,rohitjoshi1602@mail.com,67,2019-02-24 00:00:00,29079.69,,Active
478,Anil Chowdary,Accountant,9427798081,anilchowdary8061@mail.com,832,2021-12-29 00:00:00,51272.17,79,Active
479,Mahesh Iyer,Sales Representative,7362419029,maheshiyer7124@example.com,518,2024-09-08 00:00:00,36690.57,897,Active
480,Divya Reddy,Driver,9424759914,divyareddy7217@mail.com,998,2021-05-27 00:00:00,52242.87,261,Active
481,Ravi Shetty,Branch Manager,6019080726,ravishetty5272@mail.com,259,2023-02-20 00:00:00,50712.32,,Active
482,Prasad Shetty,Warehouse Associate,9574183832,prasadshetty2416@mail.com,610,2025-10-13 00:00:00,15370.47,802,Active
483,Anil Gupta,Accountant,8528414468,anilgupta9291@demo.in,51,2022-12-22 00:00:00,27484.02,344,Active
484,Vamsi Iyer,Driver,9964111843,vamsiiyer4719@demo.in,85,2022-04-05 00:00:00,31366.55,955,Active
485,Mahesh Gupta,Branch Manager,9882120402,maheshgupta9509@example.com,620,2020-07-09 00:00:00,41817.02,,Active
486,Suma Babu,Accountant,8004192491,sumababu676@demo.in,559,2024-05-11 00:00:00,49460.38,511,Active
487,Arun Reddy,Driver,7712119645,arunreddy2806@example.com,909,2023-01-12 00:00:00,39738.11,334,Active
488,Prasad Nair,Branch Manager,7097342580,prasadnair2797@mail.com,416,2020-06-23 00:00:00,45029.42,,Inactive
489,Lakshmi Sharma,Branch Manager,9209864735,lakshmisharma4758@example.com,827,2023-01-11 00:00:00,36157.61,,Active
490,Vikram Gupta,Branch Manager,7699608132,vikramgupta647@example.com,881,2020-03-27 00:00:00,15837.09,,Active
491,Anil Naidu,Accountant,6374059203,anilnaidu9357@mail.com,982,2022-12-27 00:00:00,22495.12,212,Active
492,Ramesh Babu,Merchandiser,9674232397,rameshbabu3746@demo.in,508,2024-03-25 00:00:00,49597.5,965,Active
493,Teja Patel,Delivery Helper,7902876422,tejapatel3868@mail.com,186,2024-04-09 00:00:00,44078.84,656,Inactive
494,Anusha Yadav,Delivery Helper,7765949708,anushayadav2666@demo.in,423,2022-04-27 00:00:00,45208.83,508,Active
495,Harsha Sharma,Delivery Helper,9090005944,harshasharma4156@example.com,792,2019-02-28 00:00:00,23710.68,724,Active
496,Vamsi Iyer,Merchandiser,6972893896,vamsiiyer486@example.com,779,2024-08-19 00:00:00,48291.45,361,Active
497,Prasad Sharma,Accountant,8185892982,prasadsharma4223@demo.in,384,2023-09-21 00:00:00,41820.04,860,Active
498,Teja Shetty,Accountant,7600370780,tejashetty3995@mail.com,409,2021-01-28 00:00:00,47818.87,25,Active
499,Naveen Yadav,Branch Manager,7982470591,naveenyadav57@demo.in,917,2020-01-14 00:00:00,31045.47,,Active
500,Manikanta Sharma,Driver,6479405827,manikantasharma3314@demo.in,160,2020-09-30 00:00:00,44400.08,487,Inactive
501,Teja Joshi,Delivery Helper,8744850851,tejajoshi894@demo.in,819,2019-05-31 00:00:00,49983.3,579,Active
502,Anusha Naidu,Delivery Helper,6636644415,anushanaidu2625@demo.in,226,2019-09-03 00:00:00,30639.13,603,Inactive
503,Vamsi Joshi,Merchandiser,7996455594,vamsijoshi8655@mail.com,389,2022-09-28 00:00:00,28609.51,691,Active
504,Suresh Shetty,Driver,9240850979,sureshshetty5934@example.com,584,2021-04-09 00:00:00,48315.54,836,Inactive
505,Sirisha Sharma,Merchandiser,6229828364,sirishasharma6548@demo.in,992,2022-10-06 00:00:00,38681.76,69,Active
506,Akhil Sharma,Driver,8665675172,akhilsharma2779@demo.in,527,2020-01-07 00:00:00,15617,356,Active
507,Sridhar Joshi,Accountant,8910524390,sridharjoshi2841@mail.com,948,2025-06-10 00:00:00,31310.41,661,Active
508,Ramesh Iyer,Driver,8058910888,rameshiyer3803@mail.com,284,2024-12-25 00:00:00,20957.68,362,Active
509,Madhu Gupta,Accountant,8551258772,madhugupta4766@demo.in,87,2019-12-02 00:00:00,28712.63,911,Active
510,Anil Shetty,Driver,7456730077,anilshetty8328@mail.com,333,2019-06-21 00:00:00,50722.01,167,Active
511,Rohit Patel,Branch Manager,9570596091,rohitpatel8083@mail.com,195,2019-09-29 00:00:00,34590.5,,Active
512,Teja Joshi,Sales Representative,8275051339,tejajoshi9662@example.com,473,2024-05-18 00:00:00,51207.4,842,Inactive
513,Divya Iyer,Merchandiser,8077484463,divyaiyer7220@mail.com,533,2025-07-08 00:00:00,44562.14,296,Active
514,Harsha Babu,Driver,7455944363,harshababu3150@mail.com,392,2021-07-12 00:00:00,33974.62,244,Active
515,Harsha Patel,Merchandiser,7071920503,harshapatel4478@mail.com,806,2025-07-15 00:00:00,23591.33,229,Inactive
516,Prasad Chowdary,Driver,9996876788,prasadchowdary1616@mail.com,971,2019-10-25 00:00:00,22650.39,584,Active
517,Teja Reddy,Branch Manager,6191237695,tejareddy919@mail.com,77,2020-01-27 00:00:00,37650.03,,Active
518,Teja Kumar,Merchandiser,9463311698,tejakumar3449@example.com,42,2019-09-11 00:00:00,24483.05,361,Active
519,Naveen Gupta,Branch Manager,8021860890,naveengupta6205@demo.in,436,2021-07-07 00:00:00,53641.53,,Active
520,Harsha Sharma,Delivery Helper,6665027572,harshasharma5598@example.com,847,2020-08-28 00:00:00,35511.66,871,Active
521,Suresh Naidu,Merchandiser,6284303868,sureshnaidu813@example.com,373,2023-09-19 00:00:00,52312.01,977,Active
522,Keerthi Das,Merchandiser,9916041159,keerthidas7654@mail.com,989,2019-12-11 00:00:00,26111.34,661,Active
523,Pavan Kumar,Merchandiser,8463470309,pavankumar4007@example.com,163,2020-01-04 00:00:00,50391.33,881,Active
524,Vikram Verma,Merchandiser,7196530804,vikramverma7377@demo.in,663,2022-06-17 00:00:00,46509.29,481,Active
525,Neha Babu,Delivery Helper,7731835558,nehababu3012@example.com,852,2024-05-25 00:00:00,32619.46,780,Active
526,Pooja Shetty,Branch Manager,6715704054,poojashetty5045@mail.com,711,2020-08-14 00:00:00,51711.25,,Active
527,Anusha Das,Warehouse Associate,8890728942,anushadas8133@example.com,920,2024-12-17 00:00:00,38722.79,289,Active
528,Mahesh Shetty,Sales Representative,6838435973,maheshshetty4782@demo.in,860,2021-12-13 00:00:00,24904.48,533,Active
529,Deepak Yadav,Driver,7410259820,deepakyadav5241@mail.com,376,2024-01-08 00:00:00,26678.9,463,Active
530,Prasad Gupta,Merchandiser,6363769225,prasadgupta5765@example.com,956,2025-05-20 00:00:00,42567.6,964,Active
531,Vikram Verma,Branch Manager,8860308422,vikramverma3877@example.com,528,2024-10-08 00:00:00,22909.75,,Inactive
532,Vikram Babu,Warehouse Associate,8109838634,vikrambabu1926@demo.in,876,2024-09-19 00:00:00,23719.24,828,Inactive
533,Teja Iyer,Driver,7527247632,tejaiyer5860@mail.com,13,2025-05-13 00:00:00,18603.19,936,Inactive
534,Mahesh Naidu,Delivery Helper,7180326965,maheshnaidu7023@demo.in,636,2020-10-18 00:00:00,17496.06,291,Active
535,Suresh Verma,Branch Manager,7966667785,sureshverma9823@demo.in,822,2019-04-18 00:00:00,53649.12,,Active
536,Manikanta Reddy,Merchandiser,8810927802,manikantareddy9586@example.com,184,2025-08-27 00:00:00,22703.66,675,Inactive
537,Prasad Reddy,Driver,9612295786,prasadreddy8641@demo.in,501,2025-06-16 00:00:00,44463.65,240,Inactive
538,Divya Gupta,Sales Representative,8643443508,divyagupta7589@demo.in,859,2019-06-13 00:00:00,40574.92,742,Inactive
539,Arun Patel,Branch Manager,7015271110,arunpatel9613@demo.in,380,2019-06-27 00:00:00,39128.38,,Active
540,Madhu Das,Branch Manager,9293916815,madhudas3577@demo.in,60,2025-05-01 00:00:00,40034.73,,Active
541,Rohit Kumar,Warehouse Associate,7176903871,rohitkumar8435@mail.com,330,2023-03-02 00:00:00,27768.54,778,Active
542,Deepak Joshi,Merchandiser,9425145623,deepakjoshi9903@mail.com,517,2019-10-07 00:00:00,47783.8,461,Active
543,Chaitanya Naidu,Branch Manager,8594585020,chaitanyanaidu227@mail.com,85,2023-01-24 00:00:00,48027.78,,Inactive
544,Sridhar Shetty,Sales Representative,9731608378,sridharshetty9316@example.com,293,2023-09-18 00:00:00,47284.3,791,Active
545,Naveen Iyer,Delivery Helper,7743039876,naveeniyer8258@mail.com,784,2024-10-18 00:00:00,47607.21,235,Inactive
546,Keerthi Das,Delivery Helper,9296962877,keerthidas1416@mail.com,873,2023-03-02 00:00:00,41230.04,479,Active
547,Vamsi Reddy,Warehouse Associate,7882489173,vamsireddy4156@mail.com,839,2025-02-05 00:00:00,43064.89,310,Active
548,Naveen Gupta,Warehouse Associate,6809798492,naveengupta1821@demo.in,216,2024-04-17 00:00:00,26982.38,784,Active
549,Lakshmi Gupta,Merchandiser,7722130905,lakshmigupta5735@mail.com,221,2023-12-05 00:00:00,25118.46,507,Inactive
550,Mahesh Babu,Accountant,7033349713,maheshbabu5239@example.com,227,2020-05-22 00:00:00,27765.68,113,Active
551,Chaitanya Reddy,Merchandiser,9574112243,chaitanyareddy8881@demo.in,539,2020-09-30 00:00:00,42838.02,950,Active
552,Deepak Patel,Warehouse Associate,7734046121,deepakpatel9882@demo.in,586,2019-12-23 00:00:00,36788.65,782,Active
553,Vikram Reddy,Driver,7115199138,vikramreddy8037@example.com,90,2020-01-10 00:00:00,32133.86,232,Active
554,Lakshmi Reddy,Driver,8326089311,lakshmireddy6775@mail.com,171,2023-04-02 00:00:00,48023.7,140,Inactive
555,Manikanta Chowdary,Branch Manager,6731738209,manikantachowdary4089@demo.in,777,2022-11-10 00:00:00,49459.11,,Active
556,Mahesh Babu,Sales Representative,7677837650,maheshbabu6079@demo.in,271,2019-11-08 00:00:00,21614.44,221,Active
557,Anusha Sharma,Sales Representative,9628589707,anushasharma8609@demo.in,91,2025-09-16 00:00:00,52743.04,758,Active
558,Naveen Naidu,Branch Manager,7560402140,naveennaidu8206@demo.in,367,2019-03-13 00:00:00,16519.87,,Active
559,Sai Kumar,Branch Manager,9869290957,saikumar4878@example.com,882,2022-05-27 00:00:00,21261.25,,Active
560,Prasad Patel,Sales Representative,7504988123,prasadpatel5669@mail.com,119,2024-10-06 00:00:00,17259.22,525,Inactive
561,Naveen Kumar,Warehouse Associate,7269602435,naveenkumar4849@example.com,426,2024-05-28 00:00:00,45853.63,114,Inactive
562,Pavan Kumar,Accountant,6292220259,pavankumar8072@example.com,424,2019-11-20 00:00:00,25846.19,222,Inactive
563,Divya Sharma,Branch Manager,6442011266,divyasharma3175@demo.in,169,2022-05-03 00:00:00,45135.52,,Inactive
564,Ramesh Reddy,Warehouse Associate,7961220477,rameshreddy9248@demo.in,491,2021-01-21 00:00:00,28094.59,457,Active
565,Arun Yadav,Warehouse Associate,9415535813,arunyadav8207@mail.com,660,2023-06-04 00:00:00,35088.05,942,Active
566,Karthik Joshi,Branch Manager,9720486977,karthikjoshi699@mail.com,676,2023-02-14 00:00:00,16464.24,,Active
567,Neha Nair,Delivery Helper,8473505437,nehanair8933@demo.in,356,2023-04-04 00:00:00,34814.58,807,Active
568,Suma Reddy,Branch Manager,6386694436,sumareddy9555@demo.in,789,2022-12-11 00:00:00,44631.05,,Active
569,Pavan Patel,Accountant,8494616662,pavanpatel7309@mail.com,146,2020-04-09 00:00:00,38035.76,581,Active
570,Akhil Yadav,Accountant,8286095633,akhilyadav9527@example.com,341,2024-01-31 00:00:00,30025.62,323,Active
571,Naveen Sharma,Delivery Helper,9493466220,naveensharma6851@demo.in,720,2025-05-10 00:00:00,17292.14,853,Active
572,Akhil Babu,Accountant,6069393480,akhilbabu3565@mail.com,466,2024-01-23 00:00:00,52353.23,789,Active
573,Anusha Chowdary,Delivery Helper,8961481572,anushachowdary7371@example.com,876,2025-09-15 00:00:00,53973.84,128,Active
574,Neha Reddy,Accountant,9644508802,nehareddy9174@example.com,378,2022-06-23 00:00:00,28928.99,34,Active
575,Anusha Kumar,Warehouse Associate,9330008151,anushakumar2209@mail.com,966,2020-11-30 00:00:00,51608.09,870,Inactive
576,Lakshmi Joshi,Merchandiser,9359968551,lakshmijoshi1301@mail.com,571,2021-11-14 00:00:00,48670.13,459,Active
577,Sirisha Das,Branch Manager,6532260289,sirishadas2414@example.com,557,2019-05-21 00:00:00,26594.43,,Active
578,Anusha Reddy,Merchandiser,9637914714,anushareddy3489@example.com,320,2019-05-10 00:00:00,24151.29,471,Inactive
579,Pavan Sharma,Delivery Helper,9591185694,pavansharma610@demo.in,344,2019-12-25 00:00:00,40488.19,275,Inactive
580,Arun Joshi,Accountant,7812828446,arunjoshi3870@mail.com,561,2023-02-18 00:00:00,15432.13,978,Active
581,Ravi Iyer,Delivery Helper,6610415956,raviiyer9727@example.com,341,2019-01-31 00:00:00,24835.08,572,Active
582,Pavan Naidu,Merchandiser,9794787373,pavannaidu5818@mail.com,107,2020-06-22 00:00:00,33612.89,891,Active
583,Pavan Reddy,Branch Manager,8537189714,pavanreddy406@demo.in,382,2022-12-19 00:00:00,27500.38,,Active
584,Arun Nair,Merchandiser,6563694708,arunnair1681@example.com,838,2024-08-26 00:00:00,23936.22,797,Active
585,Karthik Sharma,Merchandiser,9755443176,karthiksharma131@demo.in,760,2019-10-16 00:00:00,16920.62,804,Inactive
586,Mahesh Gupta,Sales Representative,6946684828,maheshgupta5879@demo.in,624,2020-04-17 00:00:00,30718.83,233,Active
587,Chaitanya Iyer,Sales Representative,8871713879,chaitanyaiyer1678@demo.in,401,2020-04-30 00:00:00,39698.77,194,Active
588,Suma Patel,Merchandiser,7426328610,sumapatel3241@example.com,256,2024-04-12 00:00:00,28950.76,878,Active
589,Anusha Shetty,Delivery Helper,7194404402,anushashetty5178@mail.com,20,2023-12-26 00:00:00,17035.37,277,Active
590,Mahesh Verma,Sales Representative,7241274992,maheshverma2327@example.com,788,2025-10-07 00:00:00,37590.75,634,Active
591,Sirisha Das,Driver,6785903804,sirishadas6142@demo.in,375,2024-01-20 00:00:00,16777.31,513,Inactive
592,Divya Verma,Sales Representative,8261259935,divyaverma6987@mail.com,992,2021-11-09 00:00:00,20834.57,645,Active
593,Prasad Patel,Warehouse Associate,6760639417,prasadpatel7705@mail.com,444,2025-07-26 00:00:00,33408.83,422,Active
594,Anil Nair,Merchandiser,8692799471,anilnair3977@example.com,606,2019-10-04 00:00:00,26821.22,432,Active
595,Anil Sharma,Accountant,9171672188,anilsharma7764@demo.in,842,2020-11-02 00:00:00,36242.59,474,Active
596,Keerthi Patel,Delivery Helper,6890832074,keerthipatel9943@mail.com,981,2025-06-01 00:00:00,37048.81,703,Active
597,Divya Sharma,Merchandiser,9651281419,divyasharma3168@example.com,439,2021-11-05 00:00:00,36591.65,376,Active
598,Divya Verma,Sales Representative,9509873203,divyaverma859@example.com,126,2023-11-13 00:00:00,23594.89,305,Active
599,Suma Chowdary,Sales Representative,6692337949,sumachowdary3978@demo.in,575,2021-10-02 00:00:00,32817.94,315,Active
600,Divya Nair,Branch Manager,8052330019,divyanair8448@example.com,321,2022-10-07 00:00:00,42941.84,,Active
601,Mahesh Das,Merchandiser,9813446321,maheshdas2933@example.com,950,2019-09-10 00:00:00,45767.53,194,Active
602,Anil Naidu,Delivery Helper,7734133899,anilnaidu3946@mail.com,670,2023-04-11 00:00:00,16812.63,352,Active
603,Sirisha Kumar,Driver,6341640503,sirishakumar325@mail.com,261,2022-08-29 00:00:00,35306.74,47,Inactive
604,Deepak Joshi,Merchandiser,7390878217,deepakjoshi3647@mail.com,862,2019-12-28 00:00:00,49492.38,799,Active
605,Vamsi Shetty,Delivery Helper,7868145272,vamsishetty4846@example.com,160,2019-11-17 00:00:00,40005.45,944,Active
606,Deepak Verma,Branch Manager,7344980407,deepakverma632@example.com,869,2025-06-10 00:00:00,47776.76,,Active
607,Sridhar Sharma,Warehouse Associate,8675569489,sridharsharma331@mail.com,931,2025-07-15 00:00:00,52712.27,352,Inactive
608,Sai Shetty,Driver,7596421174,saishetty8876@example.com,534,2023-05-20 00:00:00,41907.67,205,Active
609,Anusha Babu,Warehouse Associate,8179572230,anushababu2319@example.com,724,2020-03-16 00:00:00,22882.74,559,Active
610,Naveen Chowdary,Delivery Helper,8364251466,naveenchowdary6679@demo.in,745,2025-09-14 00:00:00,17926.94,503,Active
611,Anil Das,Warehouse Associate,6467055774,anildas2703@demo.in,951,2025-02-07 00:00:00,51242.5,109,Active
612,Deepak Reddy,Warehouse Associate,7966218341,deepakreddy9162@example.com,322,2019-05-09 00:00:00,51608.85,416,Active
613,Vikram Naidu,Merchandiser,6474913203,vikramnaidu6977@example.com,649,2023-02-24 00:00:00,41570.93,602,Active
614,Mahesh Iyer,Merchandiser,9719731221,maheshiyer4653@demo.in,959,2024-05-02 00:00:00,42979.87,690,Active
615,Mahesh Reddy,Sales Representative,8549607864,maheshreddy8880@mail.com,155,2022-04-11 00:00:00,52148.34,195,Inactive
616,Akhil Chowdary,Sales Representative,8194969022,akhilchowdary5125@mail.com,466,2020-08-12 00:00:00,49726.3,764,Active
617,Keerthi Yadav,Merchandiser,7117885775,keerthiyadav6683@demo.in,280,2019-06-27 00:00:00,54145.85,195,Active
618,Divya Iyer,Driver,7471583307,divyaiyer5477@mail.com,902,2019-08-25 00:00:00,39788.33,468,Active
619,Ramesh Sharma,Sales Representative,6859482156,rameshsharma8897@demo.in,779,2025-04-27 00:00:00,23387.22,161,Active
620,Vamsi Naidu,Merchandiser,7806802321,vamsinaidu9102@mail.com,442,2022-06-02 00:00:00,48556.84,793,Active
621,Pooja Verma,Branch Manager,7349000326,poojaverma1929@mail.com,23,2025-07-31 00:00:00,44605.85,,Active
622,Teja Kumar,Warehouse Associate,9939440256,tejakumar9987@example.com,843,2021-08-22 00:00:00,48433.88,74,Active
623,Vamsi Das,Warehouse Associate,6725088230,vamsidas1403@example.com,662,2022-04-20 00:00:00,32554.51,279,Inactive
624,Neha Gupta,Accountant,6786988509,nehagupta370@example.com,485,2023-12-24 00:00:00,18731.57,960,Active
625,Sridhar Das,Accountant,8572627165,sridhardas9836@example.com,42,2021-06-17 00:00:00,36769.07,468,Active
626,Naveen Das,Delivery Helper,6342764818,naveendas393@demo.in,71,2020-06-03 00:00:00,34382.7,908,Active
627,Keerthi Reddy,Merchandiser,7884505248,keerthireddy4904@mail.com,399,2020-03-07 00:00:00,28515.61,408,Inactive
628,Mahesh Patel,Merchandiser,7805220960,maheshpatel142@mail.com,386,2022-04-30 00:00:00,27903.51,983,Active
629,Pooja Das,Branch Manager,8399720076,poojadas2818@example.com,624,2025-06-10 00:00:00,20936.81,,Inactive
630,Rohit Das,Driver,8533840915,rohitdas7341@mail.com,791,2022-09-02 00:00:00,16338.31,842,Inactive
631,Sridhar Naidu,Branch Manager,8554909732,sridharnaidu7821@mail.com,81,2021-09-23 00:00:00,29723.47,,Active
632,Anusha Naidu,Sales Representative,9355304083,anushanaidu667@example.com,360,2025-08-14 00:00:00,29921.75,50,Active
633,Pavan Shetty,Branch Manager,7552884386,pavanshetty5081@example.com,977,2021-01-08 00:00:00,38512.72,,Active
634,Keerthi Yadav,Driver,9048958290,keerthiyadav5305@example.com,399,2019-02-19 00:00:00,27715.54,369,Active
635,Ravi Chowdary,Warehouse Associate,7381940039,ravichowdary8764@demo.in,481,2020-04-05 00:00:00,25506.02,10,Active
636,Sridhar Verma,Delivery Helper,6635136137,sridharverma4143@example.com,335,2022-04-05 00:00:00,15542.08,711,Inactive
637,Rohit Iyer,Driver,6739532651,rohitiyer7707@demo.in,337,2019-06-14 00:00:00,44764.88,82,Active
638,Vamsi Gupta,Delivery Helper,9124927239,vamsigupta9@example.com,81,2019-12-12 00:00:00,22123.42,109,Active
639,Akhil Iyer,Accountant,6983154531,akhiliyer9314@mail.com,63,2021-02-21 00:00:00,54923.97,988,Active
640,Anusha Joshi,Warehouse Associate,9700984413,anushajoshi291@demo.in,378,2022-01-07 00:00:00,28329.1,231,Active
641,Teja Shetty,Branch Manager,6435398625,tejashetty376@mail.com,778,2025-03-18 00:00:00,25680.4,,Inactive
642,Anusha Nair,Merchandiser,9758579370,anushanair275@mail.com,778,2023-08-03 00:00:00,15058.94,536,Active
643,Anil Patel,Branch Manager,6857765849,anilpatel7248@demo.in,929,2022-06-30 00:00:00,24178.41,,Active
644,Teja Iyer,Accountant,8778091757,tejaiyer137@demo.in,941,2022-12-01 00:00:00,47096.22,597,Inactive
645,Mahesh Joshi,Warehouse Associate,9838745558,maheshjoshi2271@demo.in,828,2019-02-27 00:00:00,45419.44,34,Active
646,Vamsi Yadav,Sales Representative,8814452462,vamsiyadav6250@mail.com,748,2020-05-12 00:00:00,54955.33,99,Active
647,Manikanta Naidu,Sales Representative,8805656354,manikantanaidu9416@mail.com,201,2019-06-18 00:00:00,43483.64,60,Active
648,Arun Babu,Delivery Helper,9580716398,arunbabu2274@mail.com,200,2021-12-06 00:00:00,20237.29,659,Active
649,Teja Verma,Branch Manager,9935440614,tejaverma326@mail.com,587,2023-04-20 00:00:00,49493.09,,Inactive
650,Arun Chowdary,Sales Representative,7065492179,arunchowdary7678@mail.com,662,2022-02-09 00:00:00,37558.8,931,Active
651,Vamsi Shetty,Driver,7194910033,vamsishetty9538@demo.in,794,2021-08-23 00:00:00,42837.85,146,Active
652,Ramesh Yadav,Accountant,7438977091,rameshyadav9716@demo.in,439,2024-11-25 00:00:00,24689.18,881,Active
653,Vamsi Kumar,Sales Representative,6191665642,vamsikumar8098@mail.com,206,2025-02-26 00:00:00,47211.02,754,Active
654,Arun Naidu,Sales Representative,8261539241,arunnaidu5607@mail.com,265,2022-07-21 00:00:00,40971.34,731,Active
655,Deepak Babu,Accountant,7621016097,deepakbabu2344@mail.com,106,2022-08-17 00:00:00,50205.87,363,Active
656,Suresh Joshi,Merchandiser,6831830433,sureshjoshi9726@mail.com,881,2023-08-09 00:00:00,19737.94,178,Active
657,Rohit Chowdary,Merchandiser,7758737476,rohitchowdary6369@example.com,107,2019-11-29 00:00:00,15819.52,808,Inactive
658,Neha Patel,Branch Manager,9254290788,nehapatel8868@demo.in,920,2022-01-24 00:00:00,24012.06,,Active
659,Manikanta Sharma,Sales Representative,6475701664,manikantasharma7738@demo.in,957,2022-07-30 00:00:00,19364.51,912,Active
660,Vikram Yadav,Branch Manager,7327530343,vikramyadav777@mail.com,378,2021-03-25 00:00:00,24658.42,,Active
661,Arun Das,Warehouse Associate,8732082215,arundas7408@mail.com,174,2023-07-18 00:00:00,54787.57,97,Inactive
662,Suma Chowdary,Merchandiser,8858105016,sumachowdary6790@demo.in,627,2025-06-28 00:00:00,24517.54,791,Active
663,Akhil Gupta,Driver,9026502493,akhilgupta420@mail.com,668,2024-07-29 00:00:00,46775.71,375,Active
664,Chaitanya Kumar,Delivery Helper,7182657735,chaitanyakumar4531@demo.in,577,2020-09-02 00:00:00,17695.62,269,Active
665,Vamsi Babu,Merchandiser,6779902397,vamsibabu1400@mail.com,27,2022-04-11 00:00:00,43972.38,700,Inactive
666,Teja Patel,Sales Representative,9757574891,tejapatel9999@mail.com,936,2023-03-11 00:00:00,25530.02,502,Active
667,Sirisha Chowdary,Accountant,8854627994,sirishachowdary627@demo.in,477,2021-06-09 00:00:00,54700.65,246,Active
668,Manikanta Das,Merchandiser,6039912541,manikantadas1677@demo.in,230,2023-12-02 00:00:00,42038.4,927,Active
669,Anil Patel,Accountant,6379055558,anilpatel6414@mail.com,964,2020-04-15 00:00:00,31455.26,849,Active
670,Suma Verma,Sales Representative,6250498843,sumaverma4631@example.com,270,2022-07-18 00:00:00,22713.82,473,Active
671,Anusha Das,Delivery Helper,7071193243,anushadas9766@demo.in,42,2022-11-24 00:00:00,47163.69,398,Active
672,Lakshmi Patel,Delivery Helper,6497875286,lakshmipatel4585@example.com,238,2021-12-10 00:00:00,36348.31,8,Active
673,Teja Sharma,Merchandiser,7760241531,tejasharma1271@demo.in,842,2020-04-29 00:00:00,34644.93,194,Active
674,Prasad Reddy,Sales Representative,9650151258,prasadreddy1125@example.com,842,2020-05-24 00:00:00,54875.17,106,Active
675,Divya Joshi,Warehouse Associate,9918991805,divyajoshi3934@example.com,181,2025-01-11 00:00:00,28193.12,731,Inactive
676,Keerthi Naidu,Warehouse Associate,8346949010,keerthinaidu2633@demo.in,453,2025-08-17 00:00:00,22163.47,111,Active
677,Akhil Kumar,Warehouse Associate,7489913545,akhilkumar6460@example.com,8,2020-10-28 00:00:00,24361.11,751,Active
678,Vikram Yadav,Delivery Helper,8194762215,vikramyadav84@mail.com,732,2020-02-02 00:00:00,53294.58,488,Inactive
679,Prasad Babu,Delivery Helper,8579126494,prasadbabu7601@mail.com,128,2019-02-05 00:00:00,29561.76,349,Active
680,Teja Verma,Warehouse Associate,7229407046,tejaverma447@example.com,154,2022-04-12 00:00:00,45160.24,698,Active
681,Keerthi Das,Delivery Helper,8456850307,keerthidas2197@mail.com,64,2019-07-22 00:00:00,53323.38,806,Active
682,Prasad Sharma,Merchandiser,9411943263,prasadsharma4234@mail.com,41,2020-07-27 00:00:00,51802.32,20,Inactive
683,Anusha Sharma,Merchandiser,6871875737,anushasharma4263@example.com,245,2022-08-12 00:00:00,32758.83,77,Active
684,Madhu Patel,Accountant,7971005866,madhupatel9423@demo.in,237,2020-01-27 00:00:00,53671.96,629,Active
